date,time,name,symbol,current_price,historical_price
2024-11-05,09:04:50,Bitcoin,bitcoin,97244.0,68937.32582515034
2024-11-05,10:07:20,Bitcoin,bitcoin,97244.0,68682.27903791916
2024-11-05,11:11:33,Bitcoin,bitcoin,97244.0,68832.98707632454
2024-11-05,12:07:50,Bitcoin,bitcoin,97244.0,68777.97846846403
2024-11-05,13:04:34,Bitcoin,bitcoin,97244.0,68800.13180127917
2024-11-05,14:06:09,Bitcoin,bitcoin,97244.0,68759.63086773353
2024-11-05,15:09:21,Bitcoin,bitcoin,97244.0,69850.61648060023
2024-11-05,16:09:39,Bitcoin,bitcoin,97244.0,69671.65571483735
2024-11-05,17:21:20,Bitcoin,bitcoin,97244.0,70389.62319708361
2024-11-05,18:12:06,Bitcoin,bitcoin,97244.0,70114.02124251303
2024-11-05,19:13:17,Bitcoin,bitcoin,97244.0,70156.71599748162
2024-11-05,20:11:16,Bitcoin,bitcoin,97244.0,69524.61018992226
2024-11-05,21:11:53,Bitcoin,bitcoin,97244.0,69351.55656588548
2024-11-05,22:19:59,Bitcoin,bitcoin,97244.0,69176.4744254778
2024-11-05,23:00:43,Bitcoin,bitcoin,97244.0,69432.88590833399
2024-11-06,00:09:09,Bitcoin,bitcoin,97244.0,69504.64326298269
2024-11-06,01:15:34,Bitcoin,bitcoin,97244.0,71328.5756209915
2024-11-06,02:09:17,Bitcoin,bitcoin,97244.0,71048.75270008823
2024-11-06,03:18:39,Bitcoin,bitcoin,97244.0,73936.29150188176
2024-11-06,04:09:22,Bitcoin,bitcoin,97244.0,74000.5371531924
2024-11-06,05:05:34,Bitcoin,bitcoin,97244.0,74299.18772919537
2024-11-06,06:06:26,Bitcoin,bitcoin,97244.0,75022.53629119486
2024-11-06,07:02:27,Bitcoin,bitcoin,97244.0,74272.95408891501
2024-11-06,08:13:44,Bitcoin,bitcoin,97244.0,73307.1307149019
2024-11-06,09:05:00,Bitcoin,bitcoin,97244.0,73506.11823613301
2024-11-06,10:08:26,Bitcoin,bitcoin,97244.0,73638.06846083663
2024-11-06,11:06:44,Bitcoin,bitcoin,97244.0,73779.16419876672
2024-11-06,12:05:08,Bitcoin,bitcoin,97244.0,74327.86852109231
2024-11-06,13:09:30,Bitcoin,bitcoin,97244.0,74176.8539732264
2024-11-06,14:03:36,Bitcoin,bitcoin,97244.0,74014.03548915165
2024-11-06,15:17:16,Bitcoin,bitcoin,97244.0,74354.32682073387
2024-11-06,16:16:59,Bitcoin,bitcoin,97244.0,74528.31026547153
2024-11-06,17:09:45,Bitcoin,bitcoin,97244.0,74397.36292697465
2024-11-06,18:16:43,Bitcoin,bitcoin,97244.0,74893.74464808198
2024-11-06,19:08:43,Bitcoin,bitcoin,97244.0,75235.53022548991
2024-11-06,20:17:31,Bitcoin,bitcoin,97244.0,76040.25999082449
2024-11-06,21:16:12,Bitcoin,bitcoin,97244.0,76187.62076255208
2024-11-06,22:03:36,Bitcoin,bitcoin,97244.0,76002.14796147916
2024-11-06,23:06:51,Bitcoin,bitcoin,97244.0,75690.64678719686
2024-11-07,00:04:41,Bitcoin,bitcoin,97244.0,75640.3926009892
2024-11-07,01:01:47,Bitcoin,bitcoin,97244.0,75408.0514621776
2024-11-07,02:21:25,Bitcoin,bitcoin,97244.0,75319.5314978559
2024-11-07,03:11:21,Bitcoin,bitcoin,97244.0,75126.99542191428
2024-11-07,04:23:53,Bitcoin,bitcoin,97244.0,74818.08888361754
2024-11-07,05:12:36,Bitcoin,bitcoin,97244.0,74796.04287523964
2024-11-07,06:13:04,Bitcoin,bitcoin,97244.0,74568.22208113849
2024-11-07,07:12:11,Bitcoin,bitcoin,97244.0,74904.62153102465
2024-11-07,08:03:42,Bitcoin,bitcoin,97244.0,74810.51954875953
2024-11-07,09:16:09,Bitcoin,bitcoin,97244.0,75111.30418782392
2024-11-07,10:04:32,Bitcoin,bitcoin,97244.0,74951.55773993643
2024-11-07,11:14:17,Bitcoin,bitcoin,97244.0,74977.27820554851
2024-11-07,12:12:14,Bitcoin,bitcoin,97244.0,74907.2812906931
2024-11-07,13:05:40,Bitcoin,bitcoin,97244.0,75039.68272471422
2024-11-07,14:08:23,Bitcoin,bitcoin,97244.0,74807.69649728524
2024-11-07,15:12:11,Bitcoin,bitcoin,97244.0,74939.60348749362
2024-11-07,16:06:55,Bitcoin,bitcoin,97244.0,76025.81096678146
2024-11-07,17:09:20,Bitcoin,bitcoin,97244.0,76008.9815913615
2024-11-07,18:02:11,Bitcoin,bitcoin,97244.0,76382.74840111578
2024-11-07,19:11:32,Bitcoin,bitcoin,97244.0,76238.96337102703
2024-11-07,20:20:48,Bitcoin,bitcoin,97244.0,76683.43596935458
2024-11-07,21:19:15,Bitcoin,bitcoin,97244.0,76487.56152478016
2024-11-07,22:04:51,Bitcoin,bitcoin,97244.0,75927.03204399807
2024-11-07,23:01:06,Bitcoin,bitcoin,97244.0,75862.29356974358
2024-11-08,00:00:45,Bitcoin,bitcoin,97244.0,75987.24178320667
2024-11-08,01:15:58,Bitcoin,bitcoin,97244.0,76177.71842078357
2024-11-08,02:01:18,Bitcoin,bitcoin,97244.0,76049.3923531652
2024-11-08,03:09:24,Bitcoin,bitcoin,97244.0,75684.3928133205
2024-11-08,04:08:32,Bitcoin,bitcoin,97244.0,75991.86045731162
2024-11-08,05:02:44,Bitcoin,bitcoin,97244.0,75895.23554225442
2024-11-08,06:02:43,Bitcoin,bitcoin,97244.0,76048.00699233459
2024-11-08,07:14:19,Bitcoin,bitcoin,97244.0,75802.71409730053
2024-11-08,08:00:29,Bitcoin,bitcoin,97244.0,76312.77125341416
2024-11-08,09:08:32,Bitcoin,bitcoin,97244.0,75877.68132612406
2024-11-08,10:00:12,Bitcoin,bitcoin,97244.0,76068.7705738224
2024-11-08,11:18:27,Bitcoin,bitcoin,97244.0,76215.67333064349
2024-11-08,12:02:53,Bitcoin,bitcoin,97244.0,76062.99675251798
2024-11-08,13:16:54,Bitcoin,bitcoin,97244.0,75922.24710082736
2024-11-08,14:17:21,Bitcoin,bitcoin,97244.0,76137.9107113075
2024-11-08,15:09:31,Bitcoin,bitcoin,97244.0,75845.32141756723
2024-11-08,16:19:40,Bitcoin,bitcoin,97244.0,76431.51541992869
2024-11-08,17:14:44,Bitcoin,bitcoin,97244.0,75903.20535130744
2024-11-08,18:07:07,Bitcoin,bitcoin,97244.0,76488.1455999797
2024-11-08,19:11:47,Bitcoin,bitcoin,97244.0,76947.60997539028
2024-11-08,20:18:15,Bitcoin,bitcoin,97244.0,76800.5042768729
2024-11-08,21:09:58,Bitcoin,bitcoin,97244.0,76691.14467570404
2024-11-08,22:17:54,Bitcoin,bitcoin,97244.0,76555.78166108445
2024-11-08,23:11:26,Bitcoin,bitcoin,97244.0,76483.09901550294
2024-11-09,00:21:53,Bitcoin,bitcoin,97244.0,76610.79466152353
2024-11-09,01:05:36,Bitcoin,bitcoin,97244.0,76471.11308356107
2024-11-09,02:16:27,Bitcoin,bitcoin,97244.0,76319.47509440941
2024-11-09,03:04:47,Bitcoin,bitcoin,97244.0,76474.1323278354
2024-11-09,04:10:55,Bitcoin,bitcoin,97244.0,76433.61927559657
2024-11-09,05:03:54,Bitcoin,bitcoin,97244.0,76420.48122670643
2024-11-09,06:17:13,Bitcoin,bitcoin,97244.0,76777.72922022901
2024-11-09,07:03:35,Bitcoin,bitcoin,97244.0,76566.73115141818
2024-11-09,08:12:40,Bitcoin,bitcoin,97244.0,76495.4047063187
2024-11-09,09:16:56,Bitcoin,bitcoin,97244.0,76635.29786603298
2024-11-09,10:12:08,Bitcoin,bitcoin,97244.0,76616.81608172697
2024-11-09,11:01:32,Bitcoin,bitcoin,97244.0,76521.07883541676
2024-11-09,12:06:42,Bitcoin,bitcoin,97244.0,76521.89883115345
2024-11-09,13:18:19,Bitcoin,bitcoin,97244.0,76380.62633315528
2024-11-09,14:11:40,Bitcoin,bitcoin,97244.0,76342.32250953802
2024-11-09,15:12:31,Bitcoin,bitcoin,97244.0,76323.56090614834
2024-11-09,16:07:48,Bitcoin,bitcoin,97244.0,76344.9218899493
2024-11-09,17:02:55,Bitcoin,bitcoin,97244.0,76116.07556240378
2024-11-09,18:01:54,Bitcoin,bitcoin,97244.0,76279.79717970791
2024-11-09,19:05:40,Bitcoin,bitcoin,97244.0,76401.50678174486
2024-11-09,20:06:55,Bitcoin,bitcoin,97244.0,76235.56266624854
2024-11-09,21:17:22,Bitcoin,bitcoin,97244.0,76273.26706300199
2024-11-09,22:14:15,Bitcoin,bitcoin,97244.0,76420.32089609065
2024-11-09,23:16:50,Bitcoin,bitcoin,97244.0,76645.30149345586
2024-11-10,00:15:24,Bitcoin,bitcoin,97244.0,76646.70058729459
2024-11-10,01:11:14,Bitcoin,bitcoin,97244.0,76970.62476975705
2024-11-10,02:14:10,Bitcoin,bitcoin,97244.0,76920.38369977393
2024-11-10,03:01:20,Bitcoin,bitcoin,97244.0,77390.74244917778
2024-11-10,04:11:59,Bitcoin,bitcoin,97244.0,77338.91070727397
2024-11-10,05:11:29,Bitcoin,bitcoin,97244.0,79255.85403317449
2024-11-10,06:06:32,Bitcoin,bitcoin,97244.0,78952.16147811974
2024-11-10,07:17:14,Bitcoin,bitcoin,97244.0,79061.906989299
2024-11-10,08:15:31,Bitcoin,bitcoin,97244.0,78987.4485440283
2024-11-10,09:05:40,Bitcoin,bitcoin,97244.0,79193.46244050356
2024-11-10,10:08:40,Bitcoin,bitcoin,97244.0,79341.49473899079
2024-11-10,11:18:29,Bitcoin,bitcoin,97244.0,79844.24936422959
2024-11-10,12:14:49,Bitcoin,bitcoin,97244.0,79668.02293949606
2024-11-10,13:08:32,Bitcoin,bitcoin,97244.0,79737.13753283337
2024-11-10,14:14:32,Bitcoin,bitcoin,97244.0,79687.47138685943
2024-11-10,15:09:56,Bitcoin,bitcoin,97244.0,79525.63342469053
2024-11-10,16:02:50,Bitcoin,bitcoin,97244.0,79753.65091497928
2024-11-10,17:18:44,Bitcoin,bitcoin,97244.0,79737.65841837798
2024-11-10,18:07:50,Bitcoin,bitcoin,97244.0,80672.70034022776
2024-11-10,19:02:09,Bitcoin,bitcoin,97244.0,80804.32968627992
2024-11-10,20:19:12,Bitcoin,bitcoin,97244.0,79499.77987503516
2024-11-10,21:16:23,Bitcoin,bitcoin,97244.0,78649.59273844388
2024-11-10,22:04:03,Bitcoin,bitcoin,97244.0,79931.957300912
2024-11-10,23:02:25,Bitcoin,bitcoin,97244.0,80600.03416750283
2024-11-11,00:21:15,Bitcoin,bitcoin,97244.0,80525.26287473195
2024-11-11,01:13:35,Bitcoin,bitcoin,97244.0,80435.76087399015
2024-11-11,02:16:23,Bitcoin,bitcoin,97244.0,81464.08366869198
2024-11-11,03:04:00,Bitcoin,bitcoin,97244.0,81475.90641772648
2024-11-11,04:08:16,Bitcoin,bitcoin,97244.0,81674.57955797578
2024-11-11,05:15:29,Bitcoin,bitcoin,97244.0,81535.74228417478
2024-11-11,06:14:10,Bitcoin,bitcoin,97244.0,80938.07137423645
2024-11-11,07:04:43,Bitcoin,bitcoin,97244.0,80948.7190232381
2024-11-11,08:02:24,Bitcoin,bitcoin,97244.0,81191.11578605659
2024-11-11,09:16:18,Bitcoin,bitcoin,97244.0,81539.06022739943
2024-11-11,10:17:51,Bitcoin,bitcoin,97244.0,82174.01489942106
2024-11-11,11:09:13,Bitcoin,bitcoin,97244.0,81980.49339863413
2024-11-11,12:01:43,Bitcoin,bitcoin,97244.0,82245.15914350266
2024-11-11,13:18:12,Bitcoin,bitcoin,97244.0,81780.07940078432
2024-11-11,14:14:41,Bitcoin,bitcoin,97244.0,82180.48935135211
2024-11-11,15:20:27,Bitcoin,bitcoin,97244.0,82964.7712537831
2024-11-11,16:06:04,Bitcoin,bitcoin,97244.0,84088.70443006037
2024-11-11,17:14:40,Bitcoin,bitcoin,97244.0,84678.22798556116
2024-11-11,18:04:32,Bitcoin,bitcoin,97244.0,84688.84419519649
2024-11-11,19:06:53,Bitcoin,bitcoin,97244.0,85653.29541086064
2024-11-11,20:07:26,Bitcoin,bitcoin,97244.0,86497.72438677796
2024-11-11,21:11:45,Bitcoin,bitcoin,97244.0,87116.03613648882
2024-11-11,22:16:14,Bitcoin,bitcoin,97244.0,87446.57204066028
2024-11-11,23:00:43,Bitcoin,bitcoin,97244.0,88117.0604501521
2024-11-12,00:13:59,Bitcoin,bitcoin,97244.0,88102.09667019248
2024-11-12,01:06:32,Bitcoin,bitcoin,97244.0,89050.57290212612
2024-11-12,02:19:54,Bitcoin,bitcoin,97244.0,88677.16665584246
2024-11-12,03:17:34,Bitcoin,bitcoin,97244.0,87908.1096042888
2024-11-12,04:06:42,Bitcoin,bitcoin,97244.0,88190.75886630068
2024-11-12,05:16:54,Bitcoin,bitcoin,97244.0,88526.90126096137
2024-11-12,06:20:42,Bitcoin,bitcoin,97244.0,88464.32598431838
2024-11-12,07:11:14,Bitcoin,bitcoin,97244.0,89256.30393079246
2024-11-12,08:07:44,Bitcoin,bitcoin,97244.0,88995.19935423242
2024-11-12,09:18:51,Bitcoin,bitcoin,97244.0,88406.23216897136
2024-11-12,10:12:42,Bitcoin,bitcoin,97244.0,87802.20943312166
2024-11-12,11:00:56,Bitcoin,bitcoin,97244.0,86330.07868480618
2024-11-12,12:13:16,Bitcoin,bitcoin,97244.0,87787.40056685073
2024-11-12,13:02:52,Bitcoin,bitcoin,97244.0,86449.81632364336
2024-11-12,14:16:19,Bitcoin,bitcoin,97244.0,85969.85782947157
2024-11-12,15:21:21,Bitcoin,bitcoin,97244.0,87431.82489678862
2024-11-12,16:06:44,Bitcoin,bitcoin,97244.0,86430.70558350296
2024-11-12,17:16:41,Bitcoin,bitcoin,97244.0,87524.52715434639
2024-11-12,18:14:15,Bitcoin,bitcoin,97244.0,87322.57329389565
2024-11-12,19:02:51,Bitcoin,bitcoin,97244.0,89022.70173469624
2024-11-12,20:03:17,Bitcoin,bitcoin,97244.0,88751.24336874047
2024-11-12,21:01:50,Bitcoin,bitcoin,97244.0,89645.31830214529
2024-11-12,22:06:23,Bitcoin,bitcoin,97244.0,88232.35646222225
2024-11-12,23:06:18,Bitcoin,bitcoin,97244.0,88114.68779727131
2024-11-13,00:19:26,Bitcoin,bitcoin,97244.0,87803.10732369016
2024-11-13,01:05:49,Bitcoin,bitcoin,97244.0,88175.33221372607
2024-11-13,02:09:46,Bitcoin,bitcoin,97244.0,88229.76457744453
2024-11-13,03:11:03,Bitcoin,bitcoin,97244.0,87896.7454896383
2024-11-13,04:01:37,Bitcoin,bitcoin,97244.0,87596.9364370135
2024-11-13,05:02:15,Bitcoin,bitcoin,97244.0,87312.7750883111
2024-11-13,06:01:31,Bitcoin,bitcoin,97244.0,86634.51511870355
2024-11-13,07:05:06,Bitcoin,bitcoin,97244.0,86572.94191014301
2024-11-13,08:04:06,Bitcoin,bitcoin,97244.0,87457.72745322503
2024-11-13,09:00:28,Bitcoin,bitcoin,97244.0,87366.61234266152
2024-11-13,10:01:34,Bitcoin,bitcoin,97244.0,87521.3457374732
2024-11-13,11:06:08,Bitcoin,bitcoin,97244.0,87700.82586589131
2024-11-13,12:04:00,Bitcoin,bitcoin,97244.0,87768.81021029539
2024-11-13,13:00:40,Bitcoin,bitcoin,97244.0,87812.05472708656
2024-11-13,14:03:07,Bitcoin,bitcoin,97244.0,89236.86447953302
2024-11-13,15:01:17,Bitcoin,bitcoin,97244.0,91723.46724567593
2024-11-13,16:00:41,Bitcoin,bitcoin,97244.0,92453.52920104629
2024-11-13,17:03:20,Bitcoin,bitcoin,97244.0,92468.72696584147
2024-11-13,18:03:36,Bitcoin,bitcoin,97244.0,92276.97182514615
2024-11-13,19:08:50,Bitcoin,bitcoin,97244.0,92356.13825157317
2024-11-13,20:04:38,Bitcoin,bitcoin,97244.0,90313.40464323206
2024-11-13,21:07:42,Bitcoin,bitcoin,97244.0,89117.70324027816
2024-11-13,22:02:15,Bitcoin,bitcoin,97244.0,88565.16346459523
2024-11-13,23:02:18,Bitcoin,bitcoin,97244.0,89777.1153889937
2024-11-14,00:02:57,Bitcoin,bitcoin,97244.0,90540.04771922182
2024-11-14,01:00:51,Bitcoin,bitcoin,97244.0,90266.6711130426
2024-11-14,02:01:28,Bitcoin,bitcoin,97244.0,90469.17946402493
2024-11-14,03:08:05,Bitcoin,bitcoin,97244.0,90026.19960938007
2024-11-14,04:06:05,Bitcoin,bitcoin,97244.0,89782.15725803222
2024-11-14,05:08:41,Bitcoin,bitcoin,97244.0,90169.11432438648
2024-11-14,06:08:08,Bitcoin,bitcoin,97244.0,90187.11920223582
2024-11-14,07:01:02,Bitcoin,bitcoin,97244.0,89628.9012025683
2024-11-14,08:07:28,Bitcoin,bitcoin,97244.0,91042.02007183616
2024-11-14,09:04:55,Bitcoin,bitcoin,97244.0,90635.78113853357
2024-11-14,10:04:14,Bitcoin,bitcoin,97244.0,90990.31071703328
2024-11-14,11:03:45,Bitcoin,bitcoin,97244.0,91139.10355561017
2024-11-14,12:03:34,Bitcoin,bitcoin,97244.0,91557.67720429678
2024-11-14,13:09:22,Bitcoin,bitcoin,97244.0,91292.9912638905
2024-11-14,14:08:45,Bitcoin,bitcoin,97244.0,90759.06655222207
2024-11-14,15:09:32,Bitcoin,bitcoin,97244.0,88990.30638277915
2024-11-14,16:02:07,Bitcoin,bitcoin,97244.0,87991.2937427918
2024-11-14,17:02:25,Bitcoin,bitcoin,97244.0,89193.49380097532
2024-11-14,18:03:03,Bitcoin,bitcoin,97244.0,89297.68693862943
2024-11-14,19:05:22,Bitcoin,bitcoin,97244.0,89134.79380057864
2024-11-14,20:02:58,Bitcoin,bitcoin,97244.0,89479.80214441355
2024-11-14,21:06:17,Bitcoin,bitcoin,97244.0,87622.66631148137
2024-11-14,22:08:24,Bitcoin,bitcoin,97244.0,88297.20896124393
2024-11-14,23:07:00,Bitcoin,bitcoin,97244.0,87388.49514750767
2024-11-15,00:00:52,Bitcoin,bitcoin,97244.0,87407.51273710128
2024-11-15,01:07:04,Bitcoin,bitcoin,97244.0,87997.41665115659
2024-11-15,02:00:54,Bitcoin,bitcoin,97244.0,87929.00318305146
2024-11-15,03:06:47,Bitcoin,bitcoin,97244.0,88363.55931155673
2024-11-15,04:03:33,Bitcoin,bitcoin,97244.0,88247.05049333208
2024-11-15,05:03:01,Bitcoin,bitcoin,97244.0,87482.26849866251
2024-11-15,06:05:01,Bitcoin,bitcoin,97244.0,87741.20444787205
2024-11-15,07:01:41,Bitcoin,bitcoin,97244.0,88210.65302512255
2024-11-15,08:03:44,Bitcoin,bitcoin,97244.0,87675.15710173226
2024-11-15,09:07:46,Bitcoin,bitcoin,97244.0,88161.86754106556
2024-11-15,10:09:25,Bitcoin,bitcoin,97244.0,89093.33412945486
2024-11-15,11:10:21,Bitcoin,bitcoin,97244.0,89465.34096143932
2024-11-15,12:09:02,Bitcoin,bitcoin,97244.0,89838.92611345435
2024-11-15,13:03:21,Bitcoin,bitcoin,97244.0,89713.2974868307
2024-11-15,14:03:58,Bitcoin,bitcoin,97244.0,90162.77349580129
2024-11-15,15:07:24,Bitcoin,bitcoin,97244.0,88887.30179103244
2024-11-15,16:11:07,Bitcoin,bitcoin,97244.0,88823.31438192686
2024-11-15,17:06:32,Bitcoin,bitcoin,97244.0,89483.7706056713
2024-11-15,18:06:25,Bitcoin,bitcoin,97244.0,89409.77028722732
2024-11-15,19:09:26,Bitcoin,bitcoin,97244.0,89300.57896422037
2024-11-15,20:08:30,Bitcoin,bitcoin,97244.0,90652.17978589096
2024-11-15,21:06:32,Bitcoin,bitcoin,97244.0,91248.48351283067
2024-11-15,22:10:13,Bitcoin,bitcoin,97244.0,91665.90886209448
2024-11-15,23:01:03,Bitcoin,bitcoin,97244.0,91238.90450238355
2024-11-16,00:12:05,Bitcoin,bitcoin,97244.0,91291.13184524832
2024-11-16,01:09:45,Bitcoin,bitcoin,97244.0,91202.15391359795
2024-11-16,02:07:02,Bitcoin,bitcoin,97244.0,91237.18197916615
2024-11-16,03:04:43,Bitcoin,bitcoin,97244.0,91453.604121957
2024-11-16,04:11:24,Bitcoin,bitcoin,97244.0,91215.06529483231
2024-11-16,05:04:59,Bitcoin,bitcoin,97244.0,91311.75041972323
2024-11-16,06:09:12,Bitcoin,bitcoin,97244.0,91342.46379979319
2024-11-16,07:01:59,Bitcoin,bitcoin,97244.0,91222.74745117137
2024-11-16,08:02:24,Bitcoin,bitcoin,97244.0,91150.97623851735
2024-11-16,09:05:49,Bitcoin,bitcoin,97244.0,91413.27815893771
2024-11-16,10:11:48,Bitcoin,bitcoin,97244.0,91378.22771205618
2024-11-16,11:11:26,Bitcoin,bitcoin,97244.0,91346.95272212593
2024-11-16,12:09:46,Bitcoin,bitcoin,97244.0,91219.3763453195
